Game ID,League,Comeback Team (CBT),Opponent Team (OPP),Game Date,Media Outlet,URL of Article,Headline,Author Written,Player Quotes,Coach Quotes,C- ATT. Ind. Resilience,O- ATT. Ind. Resilience,C- ATT. Self-Efficacy,O- ATT. Self-Efficacy,C- ATT. Team Efficacy/Cohesion,O- ATT. Team Efficacy/Cohesion,C- ATT. Verbal Persuasion,O- ATT. Verbal Persuasion,C- ATT. Emotional Reg.,O- ATT. Emotional Reg.,C- AFT. Momentum Lang.,O- AFT. Momentum Lang.,C- AFT. Draining Lang,O- AFT. Draining Lang,C- AFT. Perf. Outcome Lang.,O- AFT. Perf. Outcome Lang.,C- Gendered Lang.,O- Gendered Lang.
nba_05,NBA,LA Clippers,Cleveland Cavaliers,04-07-2024,NYT Athletic,[https://www.nytimes.com/athletic/5398243/2024/04/07/clippers-comeback-cavaliers-paul-george/](https://www.nytimes.com/athletic/5398243/2024/04/07/clippers-comeback-cavaliers-paul-george/),Clippers complete their largest comeback of NBA season as Paul George carries LA late vs. Cavaliers,22,12,8,4,0,2,0,10,0,3,1,1,0,3,1,0,3,14,7,0,0
nba_01,NBA,Sacramento Kings,Atlanta Hawks,12-29-2023,The Kings Herald,https://kingsherald.com/articles/kings-117-hawks-110-swipa-the-game/,"Kings 117, Hawks 110: Swipa The Game",27,0,0,3,0,0,0,4,0,1,0,0,0,5,1,1,1,19,0,0,0
nba_06,NBA,Portland Trail Blazers,Washington Wizards,02-03-2023,Blazers Edge,https://www.blazersedge.com/2023/2/3/23585311/portland-trail-blazers-washington-wizards-final-score-stats-boxscore-simons-lillard-beal-porzingis,Anfernee Simons Threes Launch Trail Blazers Comeback Over Wizards,54,0,0,14,2,0,0,6,1,1,1,1,0,6,5,0,1,23,11,0,0
nba_04,NBA,Atlanta Hawks,Minnesota Timberwolves,10-30-2023,Canis Hoopus,https://www.canishoopus.com/game-recaps/2023/10/30/23939430/wolves-vs-hawks-final-score-recap-nba-dejounte-murray-anthony-edwards-rudy-gobert-chris-finch,"Hawks 127, Wolves 113: A Brutal Meltdown in Atlanta",27,0,0,2,0,0,0,0,2,0,0,0,1,4,4,0,6,2,15,0,0
nba_06,NBA,Portland Trail Blazers,Washington Wizards,02-03-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401468942,Blazers rally from 20 down to end Wizards' win streak,25,1,4,3,0,0,0,7,0,2,0,0,0,6,1,0,0,18,7,0,0
nba_04,NBA,Atlanta Hawks,Minnesota Timberwolves,10-30-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401584732,"Dejounte Murray ties career high with 41 points, rallies Hawks past Timberwolves 127-113",21,1,3,9,0,1,0,6,0,2,0,0,0,7,1,0,1,10,8,0,0
nba_03,NBA,Toronto Raptors,Washington Wizards,11-13-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401584817,"Siakam scores season-high 39, Raptors overcome 23-point deficit to beat Wizards",22,2,1,6,0,0,0,6,0,0,0,0,0,6,1,0,3,14,8,0,0
nba_02,NBA,Memphis Grizzlies,New Orleans Pelicans,12-19-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401584988,"Ja Morant scores 34 in return from ban, hits game-winner at horn to lift Grizzlies over Pelicans",22,9,5,15,0,2,1,2,2,4,2,1,0,1,2,0,2,11,9,0,0
nba_01,NBA,Sacramento Kings,Atlanta Hawks,12-29-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401585059,De'Aaron Fox's big second half leads Kings to 117-110 come-from-behind win over Hawks,19,3,4,7,0,2,0,7,2,0,0,2,0,4,2,0,3,10,9,0,0
nba_05,NBA,Los Angeles Clippers,Cleveland Cavaliers,04-07-2024,ESPN,https://www.espn.com/nba/recap/_/gameId/401585760,George scores 39 points and leads late revival as Clippers beat Cavaliers 120-118 for 50th win,27,9,2,7,0,0,0,11,2,1,0,0,0,5,2,0,1,13,15,0,0
nba_05,NBA,Los Angeles Clippers,Cleveland Cavaliers,04-07-2024,Los Angeles Times,https://www.latimes.com/sports/clippers/story/2024-04-07/los-angeles-clippers-cleveland-cavaliers-nba-game-recap,Paul George leads Clippers to big comeback win over Cavaliers,16,12,2,7,0,2,0,12,0,0,0,0,0,2,0,0,0,14,1,0,0
nba_06,NBA,Portland Trail Blazers,Washington Wizards,02-03-2023,nba.com,https://www.nba.com/blazers/news/trendon-watford-mvp-of-the-trip-sparks-comeback-win-versus-wiz,"Trendon Watford, 'MVP Of The Trip,' Sparks Comeback Win Versus Wiz",26,22,13,14,0,3,0,13,0,19,0,0,0,6,1,0,0,22,2,0,0
nba_04,NBA,Atlanta Hawks,Minnesota Timberwolves,10-30-2023,NYT Athletic,https://www.nytimes.com/athletic/5015804/2023/10/31/anthony-edwards-timberwolves-hawks-kat/,"Anatomy of another Timberwolves meltdown: Anthony Edwards, KAT, Chris Finch and a bad loss",49,2,1,1,1,3,0,0,5,3,0,0,0,8,0,0,24,3,24,0,0
nba_03,NBA,Toronto Raptors,Washington Wizards,11-14-2023,NYT Athletic,https://www.nytimes.com/athletic/5061711/2023/11/14/raptors-comeback-win-wizards/,Raptors’ defensive plusses and minuses evident in comeback win over Wizards,49,8,6,2,0,0,0,6,0,7,0,4,0,4,1,0,1,39,3,0,0
nba_02,NBA,Memphis Grizzlies,New Orleans Pelicans,12-20-2023,NYT Athletic,https://www.nytimes.com/athletic/5147182/2023/12/20/ja-morant-nba-grizzlies-return-suspension/,Ja Morant’s buzzer-beater lifts Grizzlies to win vs. Pelicans in guard’s return from suspension,25,9,8,12,0,5,0,9,0,4,0,5,0,1,0,0,0,16,1,0,0
nba_01,NBA,Sacramento Kings,Atlanta Hawks,12-30-2023,NYT Athletic,https://www.nytimes.com/athletic/5169320/2023/12/30/deaaron-fox-career-high-3s-kings-hawks/,De’Aaron Fox sets career high for made 3s as Kings overcome 23-point deficit,45,15,14,10,0,3,0,19,0,13,0,0,0,3,0,0,0,41,0,0,0
nba_03,NBA,Toronto Raptors,Washington Wizards,11-13-2023,Raptors HQ,https://www.raptorshq.com/2023/11/13/23959970/toronto-raptors-vs-washington-wizards-final-111-107-raptors-make-monumental-comeback-to-win,Toronto Raptors vs Washington Wizards Final: 111-107 — Raptors make monumental comeback to win,41,0,0,5,1,1,0,1,0,4,0,1,0,3,2,1,0,23,6,0,0
nba_04,NBA,Atlanta Hawks,Minnesota Timberwolves,10-30-2023,SI,https://www.si.com/fannation/bringmethesports/timberwolves/wolves-still-kings-of-blowing-huge-leads-after-shameful-loss-to-hawks,Wolves still kings of blowing huge leads after shameful loss to Hawks,10,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,5,4,6,0,0
nba_05,NBA,LA Clippers,Cleveland Cavaliers,04-07-2024,SI,https://www.si.com/nba/clippers/paul-george-statement-comeback-cavaliers,Paul George's Statement After Comeback Win vs. Cavaliers,9,7,0,3,0,1,0,7,0,2,0,0,0,2,0,0,0,10,0,0,0
nba_01,NBA,Sacramento Kings,Atlanta Hawks,12-29-2023,SI,https://www.si.com/nba/hawks/news/atlantas-late-game-offense-costs-them-yet-again-in-a-117-110-loss-to-the-kings,Atlanta's Late Game Offense Costs Them yet Again in a 117-110 Loss to the Kings,49,0,0,3,2,0,0,6,5,0,0,0,0,4,6,0,6,11,26,0,0
nba_02,NBA,Memphis Grizzlies,New Orleans Pelicans,12-19-2023,SI,https://www.si.com/nba/pelicans/news/ja-morant-last-second-shot-for-grizzlies-snaps-pelicans-winning-streak,Ja Morant Last Second Shot For Grizzlies Snaps Pelicans Winning Streak,31,0,0,7,0,0,0,2,0,0,0,0,0,3,1,0,3,8,15,0,0
nba_06,NBA,Portland Trail Blazers,Washington Wizards,02-03-2023,SI,https://www.si.com/nba/wizards/news/beal-porzingis-combine-for-66-points-vs-blazers,"Beal, Porzingis Combine For 66 Points Vs. Blazers",7,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,0,0
